Creation Time,Marketplace Type,Body,Currency Code,Currency Amount,Billing Time Unit,Free Consultation included
Sat Nov 25 03:39:27 UTC 2023,SERVICE_MARKETPLACE,"Hi Alex,  Thank you for reaching out.   Request you to reach me for any further clarification.   Cheers",,,,true
