Creation Time,Marketplace Type,Service Category,Location,Questions and Answers,Preferred Providers,Status
Sat Nov 25 03:39:26 UTC 2023,SERVICE_MARKETPLACE,Resume Writing,Strathfield,1. What type of resume? LinkedIn profile 2. What stage of resume writing are you in? I need revisions to an existing resume 3. Where are you in your career? Other 4. Which industries are you focused on? Technology 5. How would you like to work with the resume writer? I do not have a preference 6. What are your goals in seeking a resume writer? Anything else the resume writer should know? (Optional) I am changing my career from construction to cloud computing and I have never worked before in cloud. My IT knowledge dates back over a decade though.,,APPROVED
